customer_id,segment,region,acquisition_channel,signup_date,tenure_months,monthly_revenue_gbp,annual_revenue_gbp,credit_score,products_held,support_tickets_90d,digital_engagement_score,avg_payment_delay_days,estimated_clv_gbp,churned,churn_date
NX-00777,Personal Loan,Midlands,Direct,2023-12-26,14,107.31,1287.76,645,2,0,35.5,1.6,1464.83,0,
NX-00778,Auto Finance,North West,Organic Search,2023-10-22,56,245.93,2951.11,626,1,0,52.8,5.5,8865.61,0,
NX-00779,Auto Finance,South East,Referral,2023-07-02,33,269.1,3229.17,625,1,2,50.2,2.0,6969.62,0,
NX-00780,Auto Finance,London,Paid Ads,2023-12-18,8,309.98,3719.81,620,1,3,66.8,1.1,4339.78,0,
NX-00781,Auto Finance,London,Referral,2023-02-05,1,215.09,2581.04,698,2,4,41.6,0.6,2559.53,0,
NX-00782,Business Line of Credit,Midlands,Organic Search,2024-01-05,6,475.29,5703.5,686,1,2,53.5,1.0,998.11,1,2024-06-29
NX-00783,Personal Loan,North West,Paid Ads,2023-02-06,24,187.18,2246.2,629,1,1,18.5,1.9,2489.54,0,
NX-00784,Personal Loan,London,Partnership,2024-05-10,16,226.75,2721.01,585,1,1,40.0,2.4,3571.33,0,
NX-00785,Personal Loan,North West,Referral,2023-01-14,8,128.26,1539.1,659,4,1,52.7,2.9,2289.41,0,
NX-00786,Mortgage Refinance,South East,Paid Ads,2024-02-15,1,458.6,5503.2,761,2,2,20.6,0.2,160.51,1,2024-03-16
NX-00787,Business Line of Credit,London,Organic Search,2023-05-03,7,607.48,7289.7,680,2,1,36.1,2.8,8079.42,0,
NX-00788,Business Line of Credit,Wales,Paid Ads,2023-03-24,8,302.21,3626.58,724,1,3,68.1,1.3,846.2,1,2023-09-18
NX-00789,Business Line of Credit,South East,Direct,2023-06-08,36,238.98,2867.74,689,2,1,53.0,0.9,6356.82,0,
NX-00790,Mortgage Refinance,North West,Paid Ads,2024-05-08,14,425.36,5104.28,676,4,1,72.8,1.2,2084.25,1,2024-11-23
NX-00791,Personal Loan,North West,Referral,2023-11-25,5,73.44,881.32,598,2,4,38.8,4.6,1336.66,0,
NX-00792,Business Line of Credit,North West,Referral,2023-04-12,10,637.48,7649.71,657,1,1,23.2,4.9,11825.18,0,
NX-00793,Business Line of Credit,London,Paid Ads,2023-12-03,1,383.24,4598.89,650,4,0,51.1,0.3,1743.75,0,
NX-00794,Auto Finance,South East,Paid Ads,2023-03-24,50,268.15,3217.82,761,2,2,25.2,2.0,8259.07,0,
NX-00795,Personal Loan,South East,Organic Search,2023-02-13,6,224.55,2694.62,690,1,2,51.9,2.3,2750.76,0,
NX-00796,Mortgage Refinance,North West,Organic Search,2023-03-09,9,411.17,4934.0,750,2,1,33.4,0.1,3453.8,0,
NX-00797,Mortgage Refinance,London,Organic Search,2023-02-17,6,487.61,5851.33,742,1,3,61.9,3.8,1023.98,1,2023-03-20
NX-00798,Business Line of Credit,London,Organic Search,2023-02-26,16,322.25,3866.97,633,1,1,36.8,1.4,3947.53,0,
NX-00799,Auto Finance,London,Direct,2023-03-16,15,149.6,1795.17,680,3,2,29.8,1.6,785.39,1,2023-04-25
NX-00800,Mortgage Refinance,Midlands,Organic Search,2023-01-22,17,527.61,6331.36,772,2,1,27.2,2.8,7017.26,0,
NX-00801,Auto Finance,Midlands,Partnership,2023-05-12,4,372.06,4464.7,710,3,2,31.8,1.9,5599.48,0,
NX-00802,Personal Loan,Wales,Paid Ads,2024-04-09,5,184.76,2217.09,707,4,1,75.5,4.1,1228.64,0,
NX-00803,Business Line of Credit,South East,Paid Ads,2024-03-31,1,539.57,6474.87,730,2,1,74.0,2.7,2832.76,0,
NX-00804,Auto Finance,South East,Organic Search,2023-10-29,14,202.34,2428.04,706,2,1,34.4,0.8,991.45,1,2024-05-24
NX-00805,Business Line of Credit,Midlands,Organic Search,2024-03-18,1,321.97,3863.7,710,4,1,38.3,6.1,4394.96,0,
NX-00806,Auto Finance,East Anglia,Direct,2024-02-22,12,186.46,2237.47,696,2,1,82.0,0.7,3067.21,0,
NX-00807,Mortgage Refinance,South East,Referral,2023-09-24,28,574.98,6899.8,661,1,1,39.7,3.8,9458.48,0,
NX-00808,Mortgage Refinance,South East,Organic Search,2023-10-14,31,472.36,5668.3,621,4,1,42.3,4.7,8266.28,0,
NX-00809,Business Line of Credit,South East,Referral,2024-01-30,8,373.84,4486.11,577,1,2,40.3,3.5,4710.41,0,
NX-00810,Personal Loan,South East,Organic Search,2023-04-30,8,220.14,2641.67,661,1,0,49.1,1.6,4006.53,0,
NX-00811,Mortgage Refinance,London,Direct,2023-09-03,1,449.05,5388.63,704,1,0,53.0,6.3,157.17,1,2023-10-03
NX-00812,Mortgage Refinance,South East,Partnership,2023-02-25,15,681.95,8183.41,693,3,3,52.9,1.2,8831.26,0,
NX-00813,Personal Loan,North West,Direct,2023-02-07,24,194.14,2329.67,714,4,4,69.4,3.5,4144.88,0,
NX-00814,Mortgage Refinance,London,Direct,2023-09-02,3,465.08,5580.93,673,2,1,48.2,6.3,7650.53,0,
NX-00815,Mortgage Refinance,Scotland,Referral,2023-01-21,7,287.26,3447.11,829,1,2,69.2,0.5,2614.06,0,
NX-00816,Business Line of Credit,Midlands,Organic Search,2023-04-20,25,506.23,6074.71,791,1,2,31.7,3.2,11516.63,0,
NX-00817,Business Line of Credit,North West,Direct,2023-04-04,29,456.78,5481.38,596,2,5,59.8,6.9,8633.17,0,
NX-00818,Business Line of Credit,Midlands,Paid Ads,2024-01-29,3,463.04,5556.47,716,1,3,34.8,0.3,5510.16,0,
NX-00819,Personal Loan,South East,Direct,2024-02-14,11,201.78,2421.33,733,2,2,62.1,0.5,3954.85,0,
NX-00820,Personal Loan,London,Referral,2024-04-19,2,148.25,1779.06,563,2,0,45.6,1.4,1245.34,0,
NX-00821,Auto Finance,Wales,Organic Search,2023-05-16,1,277.89,3334.68,689,3,2,53.9,15.5,1945.23,0,
NX-00822,Personal Loan,Scotland,Organic Search,2023-08-19,33,152.49,1829.84,708,2,1,19.4,0.8,2401.67,0,
NX-00823,Personal Loan,Midlands,Referral,2023-01-08,24,255.0,3060.05,679,1,1,36.3,1.2,5533.58,0,
NX-00824,Business Line of Credit,South East,Referral,2024-03-19,19,384.23,4610.81,701,2,3,36.8,5.4,6051.69,0,
NX-00825,Business Line of Credit,South East,Direct,2023-11-24,1,339.5,4073.99,684,1,1,75.7,0.4,3802.39,0,
NX-00826,Mortgage Refinance,South East,Organic Search,2024-01-10,25,717.81,8613.78,718,1,4,32.0,16.7,16581.52,0,
NX-00827,Personal Loan,London,Direct,2023-10-17,8,252.6,3031.18,765,2,3,41.8,4.0,3624.79,0,
NX-00828,Personal Loan,Scotland,Paid Ads,2023-09-08,5,194.18,2330.19,722,1,4,41.1,9.6,1970.95,0,
NX-00829,Auto Finance,London,Paid Ads,2024-02-04,11,279.61,3355.33,744,1,3,38.7,0.5,4403.87,0,
NX-00830,Business Line of Credit,London,Referral,2023-12-27,1,370.66,4447.9,621,1,0,75.1,0.8,4410.84,0,
NX-00831,Personal Loan,London,Paid Ads,2024-02-01,19,177.36,2128.34,791,2,2,12.1,1.4,2048.53,0,
NX-00832,Business Line of Credit,Midlands,Organic Search,2023-03-28,12,306.29,3675.45,697,1,5,38.0,0.2,4073.62,0,
NX-00833,Personal Loan,East Anglia,Organic Search,2023-07-23,2,209.0,2508.02,658,1,2,55.4,0.2,1901.92,0,
NX-00834,Personal Loan,North West,Organic Search,2023-08-07,2,279.15,3349.8,702,1,3,43.7,7.0,2735.67,0,
NX-00835,Business Line of Credit,Wales,Referral,2024-02-10,2,493.14,5917.69,650,2,1,52.8,0.1,6040.97,0,
NX-00836,Business Line of Credit,Wales,Referral,2024-04-24,1,276.58,3318.95,687,3,1,84.1,4.2,2323.27,0,
NX-00837,Mortgage Refinance,Scotland,Referral,2023-08-29,12,588.27,7059.18,696,2,0,40.8,3.8,8235.71,0,
NX-00838,Business Line of Credit,London,Partnership,2024-02-15,25,445.29,5343.48,642,2,2,18.4,0.2,10597.9,0,
NX-00839,Business Line of Credit,South East,Paid Ads,2023-11-16,1,478.02,5736.22,688,2,2,14.1,0.6,3680.74,0,
NX-00840,Auto Finance,Midlands,Direct,2023-09-15,1,224.43,2693.21,641,3,2,49.0,1.8,2356.56,0,
NX-00841,Personal Loan,South East,Referral,2023-04-19,11,180.2,2162.42,641,1,2,9.1,3.1,2585.89,0,
NX-00842,Auto Finance,Midlands,Partnership,2023-09-13,23,360.65,4327.77,624,2,3,84.9,6.8,7699.83,0,
NX-00843,Personal Loan,South East,Referral,2024-04-25,5,115.8,1389.6,659,2,2,58.5,2.2,972.72,0,
NX-00844,Mortgage Refinance,South East,Organic Search,2023-10-09,6,452.63,5431.58,649,2,3,24.4,8.3,5544.74,0,
NX-00845,Personal Loan,Midlands,Direct,2023-08-08,12,162.73,1952.75,706,2,1,68.2,0.6,3018.62,0,
NX-00846,Business Line of Credit,London,Paid Ads,2023-03-24,4,549.79,6597.45,740,4,0,25.6,2.9,7697.03,0,
NX-00847,Personal Loan,Scotland,Organic Search,2023-04-17,1,248.85,2986.2,716,4,1,39.2,5.6,1132.27,0,
NX-00848,Mortgage Refinance,Midlands,Organic Search,2023-03-10,18,232.73,2792.76,733,2,1,55.8,0.8,3828.41,0,
NX-00849,Business Line of Credit,North West,Direct,2023-04-07,13,549.68,6596.11,728,2,2,25.2,4.7,2501.03,1,2024-01-03
NX-00850,Business Line of Credit,North West,Paid Ads,2023-07-31,12,573.26,6879.17,629,3,2,38.4,1.5,7223.13,0,
NX-00851,Personal Loan,Wales,Paid Ads,2023-10-13,18,246.88,2962.57,661,2,1,13.9,23.7,4666.06,0,
NX-00852,Auto Finance,Midlands,Organic Search,2023-08-25,15,247.63,2971.56,777,4,0,51.4,0.3,2946.79,0,
NX-00853,Personal Loan,Midlands,Organic Search,2023-01-08,3,166.21,1994.54,650,2,1,7.0,2.4,1919.75,0,
NX-00854,Mortgage Refinance,Wales,Partnership,2023-10-21,6,284.89,3418.64,781,1,4,66.9,4.6,1994.21,0,
NX-00855,Personal Loan,South East,Paid Ads,2023-07-08,1,54.3,651.63,657,2,3,39.3,3.4,779.25,0,
NX-00856,Personal Loan,South East,Paid Ads,2023-03-22,1,158.31,1899.71,567,3,2,40.0,2.1,1551.43,0,
NX-00857,Personal Loan,London,Organic Search,2023-04-18,15,184.59,2215.06,666,3,2,71.5,2.2,2131.99,0,
NX-00858,Business Line of Credit,North West,Paid Ads,2023-11-17,27,442.98,5315.76,726,3,0,56.2,1.6,9147.54,0,
NX-00859,Business Line of Credit,East Anglia,Organic Search,2023-03-08,46,526.75,6320.98,771,4,0,19.5,1.3,13089.69,0,
NX-00860,Personal Loan,East Anglia,Organic Search,2023-06-23,13,363.67,4364.02,598,2,1,82.2,2.7,6109.62,0,
NX-00861,Auto Finance,North West,Paid Ads,2023-12-12,2,258.32,3099.85,725,1,2,68.0,4.1,3887.73,0,
NX-00862,Business Line of Credit,London,Organic Search,2023-12-17,1,282.78,3393.31,729,2,4,39.3,1.0,4453.72,0,
NX-00863,Business Line of Credit,Wales,Direct,2023-11-24,23,491.0,5891.97,751,1,5,27.5,8.8,9623.55,0,
NX-00864,Business Line of Credit,East Anglia,Referral,2023-02-12,12,448.89,5386.7,533,4,1,64.1,1.4,5184.7,0,
NX-00865,Business Line of Credit,London,Direct,2023-07-06,13,345.31,4143.75,771,3,2,85.4,1.7,4230.07,0,
NX-00866,Business Line of Credit,Wales,Paid Ads,2023-10-29,21,538.41,6460.93,704,4,1,26.1,1.6,8856.86,0,
NX-00867,Personal Loan,North West,Organic Search,2023-07-19,17,131.28,1575.41,705,1,3,30.7,0.4,2665.06,0,
NX-00868,Personal Loan,London,Referral,2024-01-16,25,172.29,2067.43,737,1,2,52.5,0.4,3015.0,0,
NX-00869,Mortgage Refinance,East Anglia,Organic Search,2024-02-23,1,509.36,6112.35,569,2,2,52.9,4.8,178.28,1,2024-03-24
NX-00870,Mortgage Refinance,London,Organic Search,2023-02-08,19,377.84,4534.12,735,1,3,82.9,1.4,7405.72,0,
NX-00871,Business Line of Credit,London,Direct,2023-08-08,26,197.74,2372.86,810,2,0,8.0,0.7,4014.09,0,
NX-00872,Personal Loan,East Anglia,Partnership,2023-11-03,4,193.14,2317.64,604,2,2,41.0,3.7,1351.96,0,
NX-00873,Auto Finance,London,Organic Search,2023-01-04,14,399.5,4793.97,676,3,2,56.1,9.6,5173.49,0,
NX-00874,Business Line of Credit,North West,Direct,2023-05-01,5,544.92,6539.01,682,1,2,26.9,8.3,8582.45,0,
NX-00875,Personal Loan,East Anglia,Paid Ads,2023-12-02,44,241.67,2900.02,699,3,2,60.3,3.9,6428.37,0,
NX-00876,Personal Loan,East Anglia,Paid Ads,2023-03-18,1,132.06,1584.76,703,2,0,56.4,0.6,1710.22,0,
NX-00877,Auto Finance,London,Partnership,2024-04-12,12,307.13,3685.51,643,4,4,73.7,0.5,4192.26,0,
NX-00878,Auto Finance,North West,Referral,2023-06-28,2,176.07,2112.81,682,1,1,66.5,6.1,123.25,1,2023-08-27
NX-00879,Personal Loan,London,Direct,2023-05-13,17,190.13,2281.62,775,1,2,47.3,9.9,3194.27,0,
NX-00880,Personal Loan,London,Direct,2023-11-07,2,263.33,3159.92,702,3,1,54.1,2.9,4055.24,0,
NX-00881,Personal Loan,East Anglia,Referral,2023-08-17,3,265.19,3182.28,700,1,0,45.9,6.9,2320.41,0,
NX-00882,Auto Finance,South East,Direct,2023-10-03,9,452.44,5429.23,640,2,1,8.5,5.1,8234.33,0,
NX-00883,Personal Loan,London,Referral,2023-06-01,34,239.35,2872.21,753,4,4,31.3,0.5,4439.96,0,
NX-00884,Personal Loan,Midlands,Paid Ads,2023-06-13,3,208.54,2502.54,668,2,0,60.1,0.8,218.97,1,2023-07-16
NX-00885,Auto Finance,London,Organic Search,2023-10-17,2,359.98,4319.73,567,1,3,88.7,0.2,2645.84,0,
NX-00886,Personal Loan,East Anglia,Organic Search,2024-01-13,19,220.83,2650.01,703,1,5,46.7,1.9,2473.35,0,
NX-00887,Auto Finance,Midlands,Paid Ads,2023-04-19,9,225.42,2705.04,718,2,3,25.4,1.2,3708.15,0,
NX-00888,Personal Loan,South East,Referral,2023-05-06,33,89.08,1068.96,663,2,2,27.8,1.7,1028.88,1,2023-07-21
NX-00889,Personal Loan,South East,Paid Ads,2023-08-28,2,232.97,2795.59,557,1,2,33.2,0.0,163.08,1,2023-10-05
NX-00890,Personal Loan,Wales,Organic Search,2023-11-06,14,305.6,3667.21,618,3,1,27.2,3.8,5134.1,0,
NX-00891,Auto Finance,Wales,Organic Search,2024-02-22,3,363.92,4367.01,673,2,1,65.6,0.7,3439.02,0,
NX-00892,Mortgage Refinance,East Anglia,Organic Search,2024-04-11,2,236.69,2840.3,658,3,4,50.3,1.4,3645.05,0,
NX-00893,Mortgage Refinance,North West,Referral,2024-02-05,16,442.1,5305.26,704,1,1,27.1,1.5,8819.99,0,
NX-00894,Business Line of Credit,Wales,Organic Search,2024-01-24,12,394.43,4733.16,712,3,1,53.9,0.2,4003.46,0,
NX-00895,Auto Finance,North West,Organic Search,2023-12-11,19,141.52,1698.2,656,4,3,68.5,1.4,2476.54,0,
NX-00896,Personal Loan,Midlands,Organic Search,2023-05-26,5,97.39,1168.63,603,3,2,14.5,6.9,170.43,1,2023-10-06
NX-00897,Personal Loan,North West,Partnership,2023-09-09,8,177.78,2133.31,759,2,3,15.6,6.7,3422.18,0,
NX-00898,Mortgage Refinance,Midlands,Organic Search,2023-07-02,7,559.25,6710.94,710,1,2,50.3,0.1,7242.22,0,
NX-00899,Personal Loan,North West,Paid Ads,2023-11-05,57,120.84,1450.07,716,1,0,70.1,0.1,3806.43,0,
NX-00900,Personal Loan,London,Referral,2023-11-02,4,94.62,1135.48,701,2,4,35.8,2.7,894.19,0,
NX-00901,Personal Loan,London,Organic Search,2023-03-13,4,251.6,3019.18,740,1,0,50.4,0.7,1585.07,0,
NX-00902,Personal Loan,East Anglia,Partnership,2023-08-07,6,157.05,1884.58,659,3,4,58.0,6.9,1209.27,0,
NX-00903,Personal Loan,North West,Organic Search,2023-07-26,11,165.64,1987.62,725,4,1,37.6,2.0,1565.25,0,
NX-00904,Business Line of Credit,East Anglia,Partnership,2023-06-22,4,348.93,4187.19,716,1,2,56.1,1.2,4640.81,0,
NX-00905,Business Line of Credit,Midlands,Paid Ads,2023-05-21,34,319.75,3836.97,714,1,0,71.2,9.2,6602.78,0,
NX-00906,Mortgage Refinance,London,Paid Ads,2023-09-29,4,715.42,8585.01,614,4,0,50.1,1.1,5508.71,0,
NX-00907,Auto Finance,London,Paid Ads,2023-08-02,31,219.62,2635.4,687,2,3,26.6,1.2,5918.66,0,
NX-00908,Personal Loan,Scotland,Partnership,2024-04-12,1,190.78,2289.37,701,2,0,22.2,0.4,1736.11,0,
NX-00909,Personal Loan,London,Referral,2023-09-26,14,180.52,2166.27,777,3,3,29.5,0.8,2653.68,0,
NX-00910,Business Line of Credit,London,Direct,2023-01-20,33,166.74,2000.85,685,1,1,46.7,4.3,2976.26,0,
NX-00911,Business Line of Credit,London,Organic Search,2023-03-07,2,451.32,5415.88,739,4,3,41.7,4.3,5212.78,0,
NX-00912,Personal Loan,North West,Partnership,2024-04-27,48,87.36,1048.34,598,3,2,52.7,1.5,2843.63,0,
NX-00913,Auto Finance,London,Organic Search,2023-10-30,8,340.84,4090.04,640,1,1,37.5,1.3,5845.35,0,
NX-00914,Business Line of Credit,London,Paid Ads,2023-05-27,40,265.77,3189.19,704,1,2,23.8,1.6,5953.16,0,
NX-00915,Business Line of Credit,Scotland,Organic Search,2024-03-04,15,487.86,5854.35,703,4,0,24.3,1.1,5464.06,0,
NX-00916,Business Line of Credit,East Anglia,Partnership,2023-06-14,5,364.16,4369.97,640,2,2,16.7,2.8,5480.67,0,
NX-00917,Personal Loan,East Anglia,Paid Ads,2024-01-13,2,139.54,1674.49,732,1,1,37.8,5.4,1514.01,0,
NX-00918,Mortgage Refinance,Wales,Organic Search,2023-11-06,5,551.58,6619.02,670,1,1,43.4,0.0,7722.19,0,
NX-00919,Auto Finance,London,Paid Ads,2023-01-06,1,172.25,2067.02,669,1,3,16.7,8.2,2652.67,0,
NX-00920,Personal Loan,London,Paid Ads,2023-01-14,2,175.85,2110.16,675,4,0,49.4,0.4,2400.31,0,
NX-00921,Mortgage Refinance,London,Organic Search,2023-05-12,1,637.34,7648.05,753,2,3,29.2,6.9,10261.13,0,
NX-00922,Business Line of Credit,Midlands,Paid Ads,2023-12-08,7,555.54,6666.46,739,2,3,68.8,0.8,7583.1,0,
NX-00923,Mortgage Refinance,Wales,Paid Ads,2023-08-31,22,450.61,5407.26,783,4,1,65.3,7.5,9620.42,0,
NX-00924,Auto Finance,North West,Partnership,2024-03-14,2,264.67,3176.01,710,2,3,22.0,4.6,185.27,1,2024-04-22
NX-00925,Business Line of Credit,South East,Direct,2023-08-19,1,226.05,2712.63,786,2,2,14.4,0.9,79.12,1,2023-09-18
NX-00926,Personal Loan,Wales,Organic Search,2023-08-16,14,134.96,1619.49,693,4,2,78.0,0.1,1558.76,0,
NX-00927,Personal Loan,North West,Partnership,2023-06-11,3,86.39,1036.72,673,1,0,42.5,3.8,1451.41,0,
NX-00928,Business Line of Credit,London,Direct,2023-10-10,1,477.21,5726.51,655,4,2,57.3,5.2,5678.79,0,
NX-00929,Auto Finance,North West,Paid Ads,2023-09-20,2,357.37,4288.48,670,1,3,28.9,3.4,4502.9,0,
NX-00930,Personal Loan,London,Paid Ads,2023-05-11,36,152.75,1832.96,673,2,4,41.5,1.4,2993.83,0,
NX-00931,Personal Loan,London,Partnership,2024-03-06,24,116.51,1398.07,642,1,2,27.1,0.4,978.65,1,2024-09-21
NX-00932,Mortgage Refinance,Midlands,Paid Ads,2023-08-13,6,566.23,6794.75,647,4,6,18.5,1.3,6143.58,0,
NX-00933,Mortgage Refinance,Midlands,Paid Ads,2023-09-15,14,389.81,4677.66,713,2,0,38.8,0.9,6139.43,0,
NX-00934,Business Line of Credit,London,Referral,2023-08-22,10,507.35,6088.22,653,1,0,31.1,3.9,8345.94,0,
NX-00935,Personal Loan,North West,Direct,2023-12-02,15,296.13,3553.51,586,1,0,60.5,0.5,3420.25,0,
NX-00936,Personal Loan,Scotland,Paid Ads,2024-02-13,16,126.93,1523.21,583,2,2,23.4,5.1,2265.77,0,
NX-00937,Personal Loan,Wales,Partnership,2023-11-12,13,135.5,1625.99,564,2,4,45.7,2.8,1565.02,0,
NX-00938,Mortgage Refinance,North West,Organic Search,2024-04-07,4,301.06,3612.77,602,2,0,49.4,2.0,2318.2,0,
NX-00939,Personal Loan,London,Paid Ads,2023-01-24,1,188.77,2265.2,614,3,3,38.4,1.3,1057.09,0,
NX-00940,Business Line of Credit,London,Organic Search,2023-09-28,8,430.16,5161.87,626,3,1,37.7,2.1,4516.64,0,
NX-00941,Personal Loan,Wales,Referral,2023-04-05,31,163.77,1965.2,695,2,2,22.9,2.3,2636.64,0,
NX-00942,Business Line of Credit,London,Partnership,2023-05-22,11,422.1,5065.19,610,2,1,89.1,0.8,7386.73,0,
NX-00943,Auto Finance,Scotland,Referral,2023-07-01,25,206.51,2478.07,629,1,3,15.0,13.5,4553.46,0,
NX-00944,Mortgage Refinance,North West,Paid Ads,2023-07-25,60,270.52,3246.24,579,4,1,75.0,7.2,8332.02,0,
NX-00945,Personal Loan,North West,Partnership,2024-01-25,2,134.46,1613.47,643,1,2,69.2,1.5,894.13,0,
NX-00946,Personal Loan,North West,Organic Search,2024-04-06,16,65.07,780.82,719,1,1,32.1,0.9,364.38,1,2024-09-11
NX-00947,Personal Loan,London,Paid Ads,2023-03-22,15,126.93,1523.14,678,2,1,32.8,1.1,666.37,1,2023-08-31
NX-00948,Mortgage Refinance,Scotland,Direct,2023-10-01,54,566.46,6797.51,684,4,1,66.0,11.8,13085.21,0,
NX-00949,Mortgage Refinance,South East,Paid Ads,2023-10-03,59,528.95,6347.4,679,2,4,61.9,1.6,18328.11,0,
NX-00950,Business Line of Credit,Midlands,Organic Search,2024-01-06,16,189.41,2272.9,609,3,5,45.0,7.3,3513.52,0,
NX-00951,Auto Finance,London,Paid Ads,2024-03-21,3,373.95,4487.37,657,1,1,47.2,0.2,2879.4,0,
NX-00952,Auto Finance,South East,Organic Search,2024-04-09,22,274.43,3293.21,692,2,3,18.9,4.5,6051.28,0,
NX-00953,Personal Loan,London,Referral,2023-07-27,1,102.04,1224.49,733,1,1,58.5,4.3,1500.0,0,
NX-00954,Mortgage Refinance,South East,Referral,2023-10-23,21,465.35,5584.16,699,3,2,20.7,3.2,5863.37,0,
NX-00955,Business Line of Credit,London,Organic Search,2023-02-08,33,344.21,4130.5,728,2,1,50.8,0.4,8192.16,0,
NX-00956,Business Line of Credit,London,Partnership,2024-03-11,6,307.19,3686.33,620,2,1,26.7,12.0,4623.27,0,
NX-00957,Business Line of Credit,Wales,Direct,2023-10-15,13,525.64,6307.64,597,1,5,32.4,0.7,5887.13,0,
NX-00958,Personal Loan,South East,Paid Ads,2023-05-04,7,113.62,1363.45,583,2,3,79.4,3.7,1948.59,0,
NX-00959,Personal Loan,Scotland,Paid Ads,2023-12-30,8,191.08,2292.95,724,1,3,62.2,4.2,2474.47,0,
NX-00960,Auto Finance,Wales,Organic Search,2024-04-01,5,182.69,2192.33,600,1,0,59.0,4.3,3197.15,0,
NX-00961,Personal Loan,North West,Referral,2023-10-10,20,177.79,2133.43,738,1,2,55.6,5.2,3982.41,0,
NX-00962,Auto Finance,North West,Organic Search,2024-01-01,38,311.23,3734.81,655,1,1,47.0,13.6,6318.05,0,
NX-00963,Personal Loan,Midlands,Paid Ads,2023-06-29,39,196.04,2352.48,771,1,2,40.9,0.3,4802.99,0,
NX-00964,Business Line of Credit,Midlands,Paid Ads,2023-04-07,2,430.5,5166.06,655,1,2,33.2,1.9,301.35,1,2023-05-22
NX-00965,Personal Loan,North West,Direct,2023-07-10,29,165.66,1987.91,658,1,1,59.6,11.0,1681.44,1,2023-11-14
NX-00966,Business Line of Credit,Midlands,Direct,2023-03-15,18,281.67,3380.01,683,2,3,18.7,6.4,4239.1,0,
NX-00967,Auto Finance,North West,Direct,2024-03-22,4,205.8,2469.55,657,2,0,26.8,14.0,288.11,1,2024-07-02
NX-00968,Personal Loan,Wales,Direct,2023-09-30,1,197.93,2375.16,702,3,4,9.1,2.6,2008.99,0,
NX-00969,Business Line of Credit,Midlands,Paid Ads,2024-05-11,4,256.02,3072.2,622,2,3,50.9,3.4,4301.08,0,
NX-00970,Business Line of Credit,South East,Direct,2023-02-18,34,226.21,2714.5,690,1,3,43.6,0.9,4433.68,0,
NX-00971,Auto Finance,South East,Direct,2024-04-28,14,404.38,4852.58,638,3,0,43.6,1.8,4670.61,0,
NX-00972,Mortgage Refinance,North West,Paid Ads,2023-12-03,17,481.04,5772.51,668,1,0,56.3,0.1,5387.68,0,
NX-00973,Auto Finance,London,Partnership,2023-07-29,4,340.8,4089.61,604,3,1,61.5,3.8,3101.29,0,
NX-00974,Personal Loan,East Anglia,Partnership,2023-04-26,17,232.41,2788.91,727,1,3,61.9,7.8,1382.84,1,2024-04-07
NX-00975,Personal Loan,North West,Organic Search,2023-01-23,1,183.07,2196.81,660,2,2,4.0,0.4,1025.18,0,
NX-00976,Personal Loan,Scotland,Partnership,2023-04-08,6,157.39,1888.72,730,2,3,34.1,1.8,1652.63,0,
NX-00977,Business Line of Credit,London,Organic Search,2023-11-24,13,373.23,4478.74,639,4,4,43.1,2.9,7184.64,0,
NX-00978,Personal Loan,Midlands,Partnership,2024-02-01,2,276.48,3317.78,679,1,3,53.4,3.0,1645.07,0,
NX-00979,Business Line of Credit,South East,Direct,2024-02-11,24,347.35,4168.26,730,4,5,63.8,1.1,6200.29,0,
NX-00980,Business Line of Credit,Wales,Partnership,2023-11-09,3,442.94,5315.23,615,2,1,24.3,0.1,465.08,1,2024-01-11
NX-00981,Personal Loan,East Anglia,Paid Ads,2023-07-09,14,220.64,2647.67,631,4,0,67.0,6.6,4247.3,0,
NX-00982,Auto Finance,Midlands,Organic Search,2023-07-01,7,310.06,3720.68,724,2,3,40.0,0.3,3689.68,0,
NX-00983,Personal Loan,London,Organic Search,2023-05-28,12,245.06,2940.76,754,2,2,33.6,0.6,2315.85,0,
NX-00984,Personal Loan,North West,Paid Ads,2023-12-08,1,156.8,1881.64,680,3,3,65.7,9.9,2030.6,0,
NX-00985,Auto Finance,London,Organic Search,2024-05-09,1,343.87,4126.42,626,3,2,35.1,2.1,4212.38,0,
NX-00986,Business Line of Credit,North West,Partnership,2024-03-11,33,186.7,2240.41,662,2,2,39.0,6.2,3005.88,0,
NX-00987,Auto Finance,North West,Organic Search,2023-01-23,4,397.75,4773.04,788,2,1,27.4,6.8,556.85,1,2023-03-10
NX-00988,Business Line of Credit,South East,Referral,2023-04-15,23,566.01,6792.11,606,2,1,57.3,13.7,7329.82,0,
NX-00989,Personal Loan,South East,Paid Ads,2023-06-12,60,161.73,1940.81,709,2,4,59.6,0.1,5207.85,0,
NX-00990,Auto Finance,North West,Organic Search,2023-03-08,3,325.11,3901.28,686,3,1,59.8,0.2,2503.32,0,
NX-00991,Auto Finance,London,Organic Search,2023-10-17,4,361.29,4335.42,616,1,7,70.0,0.6,2402.55,0,
NX-00992,Auto Finance,London,Partnership,2023-10-16,15,206.98,2483.76,662,1,4,29.3,3.2,3839.47,0,
NX-00993,Personal Loan,Scotland,Direct,2023-02-15,47,171.33,2055.94,580,3,1,23.6,0.9,5636.71,0,
NX-00994,Business Line of Credit,Scotland,Referral,2023-03-22,34,250.25,3003.03,695,2,2,46.3,2.1,4729.77,0,
